,date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,sloop_dummy,school_holiday,bank_holiday,Price,temperature,wind_speed_max,sunshine_radiation,precipitation,snow_height,year,month
576,2006-10-18,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,12.3,2,RS1,P0,S0,2006,10
577,2006-10-19,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,13.5,3,RS0,P0,S0,2006,10
578,2006-10-20,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,15.0,3,RS1,P1,S0,2006,10
579,2006-10-21,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,14.7,3,RS0,P1,S0,2006,10
580,2006-10-22,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,14.8,3,RS1,P1,S0,2006,10
581,2006-10-23,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,16.0,3,RS0,P1,S0,2006,10
582,2006-10-24,1455.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,13.3,4,RS0,P2,S0,2006,10
583,2006-10-25,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,12.0,3,RS1,P0,S0,2006,10
584,2006-10-26,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,17.6,4,RS1,P0,S0,2006,10
585,2006-10-27,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,13.2,4,RS1,P0,S0,2006,10
586,2006-10-28,1310.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,P1,11.3,3,RS0,P1,S0,2006,10
587,2006-10-29,1583.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,13.5,4,RS1,P0,S0,2006,10
588,2006-10-30,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.2,3,RS0,P0,S0,2006,10
589,2006-10-31,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.1,4,RS0,P2,S0,2006,10
590,2006-11-01,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,P1,5.0,4,RS0,P2,S0,2006,11
591,2006-11-02,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,3.0,2,RS0,P0,S0,2006,11
592,2006-11-03,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,3.8,2,RS0,P0,S0,2006,11
593,2006-11-04,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.8,3,RS0,P0,S0,2006,11
594,2006-11-05,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.4,3,RS0,P0,S0,2006,11
595,2006-11-06,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.6,3,RS0,P0,S0,2006,11
596,2006-11-07,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.7,3,RS0,P0,S0,2006,11
597,2006-11-08,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.3,4,RS0,P1,S0,2006,11
598,2006-11-09,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.3,4,RS1,P0,S0,2006,11
599,2006-11-10,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.6,3,RS1,P1,S0,2006,11
600,2006-11-11,1513.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,7.1,4,RS0,P1,S0,2006,11
601,2006-11-12,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.1,4,RS0,P1,S0,2006,11
602,2006-11-13,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.8,4,RS0,P1,S0,2006,11
603,2006-11-14,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.4,3,RS0,P1,S0,2006,11
604,2006-11-15,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,12.5,3,RS0,P0,S0,2006,11
605,2006-11-16,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,14.3,3,RS1,P1,S0,2006,11
606,2006-11-17,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.8,3,RS0,P0,S0,2006,11
607,2006-11-18,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.2,3,RS0,P0,S0,2006,11
608,2006-11-19,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.7,3,RS0,P1,S0,2006,11
609,2006-11-20,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.0,3,RS0,P1,S0,2006,11
610,2006-11-21,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.5,3,RS0,P0,S0,2006,11
611,2006-11-22,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.1,3,RS0,P0,S0,2006,11
612,2006-11-23,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.5,4,RS0,P2,S0,2006,11
613,2006-11-24,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.9,3,RS1,P1,S0,2006,11
614,2006-11-25,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,14.7,4,RS0,P0,S0,2006,11
615,2006-11-26,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.1,3,RS0,P0,S0,2006,11
616,2006-11-27,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.2,3,RS1,P0,S0,2006,11
617,2006-11-28,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.7,3,RS1,P0,S0,2006,11
618,2006-11-29,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.2,3,RS0,P0,S0,2006,11
619,2006-11-30,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.4,2,RS1,P0,S0,2006,11
620,2006-12-01,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.5,3,RS1,P0,S0,2006,12
621,2006-12-02,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.9,3,RS0,P0,S0,2006,12
622,2006-12-03,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.3,4,RS1,P0,S0,2006,12
623,2006-12-04,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.7,4,RS0,P1,S0,2006,12
624,2006-12-05,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,13.0,4,RS0,P1,S0,2006,12
625,2006-12-06,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.7,4,RS0,P0,S0,2006,12
626,2006-12-07,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.8,4,RS0,P1,S0,2006,12
627,2006-12-08,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.7,4,RS0,P1,S0,2006,12
628,2006-12-09,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.3,4,RS0,P0,S0,2006,12
629,2006-12-10,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,3.4,3,RS1,P0,S0,2006,12
630,2006-12-11,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.7,4,RS0,P2,S0,2006,12
631,2006-12-12,646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.7,3,RS1,P1,S0,2006,12
632,2006-12-13,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.9,4,RS0,P0,S0,2006,12
633,2006-12-14,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.6,4,RS0,P0,S0,2006,12
634,2006-12-15,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.4,3,RS1,P0,S0,2006,12
635,2006-12-16,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.5,3,RS0,P1,S0,2006,12
636,2006-12-17,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.1,3,RS0,P1,S0,2006,12
637,2006-12-18,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,1.6,2,RS0,P0,S0,2006,12
638,2006-12-19,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.9,2,RS0,P0,S0,2006,12
639,2006-12-20,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,2.6,2,RS0,P0,S0,2006,12
640,2006-12-21,577.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P1,6.0,1,RS0,P0,S0,2006,12
641,2006-12-22,649.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P1,5.5,2,RS0,P0,S0,2006,12
642,2006-12-23,780.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,3.0,2,RS0,P0,S0,2006,12
643,2006-12-24,383.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,2.4,2,RS0,P0,S0,2006,12
3116,2006-12-25,,,,,,,,,,,4.7,2,RS0,P0,S0,2006,12
644,2006-12-26,666.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,P1,1.6,2,RS0,P0,S0,2006,12
645,2006-12-27,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,0.2,3,RS0,P0,S0,2006,12
646,2006-12-28,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,2.4,3,RS0,P0,S0,2006,12
647,2006-12-29,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,4.8,3,RS1,P0,S0,2006,12
648,2006-12-30,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,8.1,4,RS0,P2,S0,2006,12
649,2006-12-31,994.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,8.7,5,RS0,P1,S0,2006,12
650,2007-01-01,642.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,P1,7.6,5,RS0,P1,S0,2007,1
651,2007-01-02,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,4.7,3,RS0,P1,S0,2007,1
652,2007-01-03,2285.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,5.2,3,RS0,P1,S0,2007,1
653,2007-01-04,2257.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,7.7,4,RS0,P1,S0,2007,1
654,2007-01-05,1881.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,7.4,3,RS0,P1,S0,2007,1
655,2007-01-06,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,8.0,3,RS0,P2,S0,2007,1
656,2007-01-07,2334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.0,3,RS0,P0,S0,2007,1
657,2007-01-08,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.8,3,RS0,P1,S0,2007,1
658,2007-01-09,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,12.4,4,RS0,P0,S0,2007,1
659,2007-01-10,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,11.0,4,RS0,P2,S0,2007,1
660,2007-01-11,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.4,4,RS0,P2,S0,2007,1
661,2007-01-12,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.8,4,RS0,P0,S0,2007,1
662,2007-01-13,1907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.9,4,RS0,P1,S0,2007,1
663,2007-01-14,2465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.8,4,RS1,P0,S0,2007,1
664,2007-01-15,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.9,3,RS1,P0,S0,2007,1
665,2007-01-16,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.2,3,RS0,P0,S0,2007,1
666,2007-01-17,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.1,4,RS0,P2,S0,2007,1
667,2007-01-18,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.8,5,RS0,P2,S0,2007,1
668,2007-01-19,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.3,4,RS0,P1,S0,2007,1
669,2007-01-20,1702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.6,4,RS0,P1,S0,2007,1
670,2007-01-21,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.5,4,RS0,P2,S0,2007,1
671,2007-01-22,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,1.6,3,RS0,P0,S0,2007,1
672,2007-01-23,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-4.5,2,RS1,P0,S0,2007,1
673,2007-01-24,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-3.8,2,RS1,P0,S0,2007,1
674,2007-01-25,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-2.5,3,RS1,P0,S0,2007,1
675,2007-01-26,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-1.1,3,RS0,P1,S0,2007,1
676,2007-01-27,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,1.8,3,RS0,P0,S1,2007,1
677,2007-01-28,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.7,4,RS0,P1,S0,2007,1
678,2007-01-29,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.2,3,RS1,P0,S0,2007,1
679,2007-01-30,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.8,3,RS0,P0,S0,2007,1
680,2007-01-31,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.1,4,RS0,P0,S0,2007,1
681,2007-02-01,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,6.6,2,RS0,P0,S0,2007,2
682,2007-02-02,1434.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,7.0,3,RS0,P0,S0,2007,2
683,2007-02-03,1713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.0,3,RS0,P0,S0,2007,2
684,2007-02-04,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.9,2,RS0,P0,S0,2007,2
685,2007-02-05,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,1.4,2,RS0,P0,S0,2007,2
686,2007-02-06,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.7,2,RS1,P0,S0,2007,2
687,2007-02-07,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-1.0,2,RS1,P0,S0,2007,2
688,2007-02-08,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,-2.1,3,RS0,P2,S0,2007,2
689,2007-02-09,635.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,1.6,3,RS0,P0,S1,2007,2
690,2007-02-10,2518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,0.0,3,RS0,P1,S0,2007,2
691,2007-02-11,2240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,5.1,3,RS0,P1,S0,2007,2
692,2007-02-12,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.9,3,RS0,P2,S0,2007,2
693,2007-02-13,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.5,4,RS0,P1,S0,2007,2
694,2007-02-14,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.2,3,RS0,P1,S0,2007,2
695,2007-02-15,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.3,3,RS1,P0,S0,2007,2
696,2007-02-16,904.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,4.6,3,RS1,P0,S0,2007,2
697,2007-02-17,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.9,3,RS1,P0,S0,2007,2
698,2007-02-18,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.3,2,RS1,P0,S0,2007,2
699,2007-02-19,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.2,2,RS0,P0,S0,2007,2
700,2007-02-20,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.6,2,RS0,P0,S0,2007,2
701,2007-02-21,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.8,3,RS0,P1,S0,2007,2
702,2007-02-22,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.5,3,RS1,P0,S0,2007,2
703,2007-02-23,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.1,3,RS0,P1,S0,2007,2
704,2007-02-24,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.1,4,RS0,P1,S0,2007,2
705,2007-02-25,2106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,7.2,3,RS0,P2,S0,2007,2
706,2007-02-26,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.1,3,RS0,P1,S0,2007,2
707,2007-02-27,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.1,4,RS0,P1,S0,2007,2
708,2007-02-28,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.8,4,RS0,P2,S0,2007,2
709,2007-03-01,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.4,4,RS0,P2,S0,2007,3
710,2007-03-02,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.5,4,RS1,P2,S0,2007,3
711,2007-03-03,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,4.0,3,RS0,P1,S0,2007,3
712,2007-03-04,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.3,3,RS0,P0,S0,2007,3
713,2007-03-05,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.7,4,RS1,P1,S0,2007,3
714,2007-03-06,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.1,4,RS0,P1,S0,2007,3
715,2007-03-07,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.0,3,RS0,P1,S0,2007,3
716,2007-03-08,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.4,3,RS0,P0,S0,2007,3
717,2007-03-09,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,6.4,3,RS0,P1,S0,2007,3
718,2007-03-10,1763.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,6.3,3,RS1,P0,S0,2007,3
719,2007-03-11,1785.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,9.0,3,RS2,P0,S0,2007,3
720,2007-03-12,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.4,2,RS2,P0,S0,2007,3
721,2007-03-13,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.7,3,RS2,P0,S0,2007,3
722,2007-03-14,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.3,2,RS1,P0,S0,2007,3
723,2007-03-15,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.1,2,RS2,P0,S0,2007,3
724,2007-03-16,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,7.1,3,RS0,P0,S0,2007,3
725,2007-03-17,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.4,4,RS0,P1,S0,2007,3
726,2007-03-18,2443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.8,4,RS0,P1,S0,2007,3
727,2007-03-19,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,1.9,3,RS1,P1,S0,2007,3
728,2007-03-20,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,3.4,3,RS1,P0,S0,2007,3
729,2007-03-21,691.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,2.5,4,RS0,P2,S0,2007,3
730,2007-03-22,704.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,3.7,4,RS0,P1,S0,2007,3
731,2007-03-23,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,5.6,4,RS1,P0,S0,2007,3
732,2007-03-24,1301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,8.3,3,RS0,P0,S0,2007,3
733,2007-03-25,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,9.7,4,RS2,P0,S0,2007,3
734,2007-03-26,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,10.0,3,RS2,P0,S0,2007,3
735,2007-03-27,884.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,10.0,3,RS2,P0,S0,2007,3
736,2007-03-28,845.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,11.2,3,RS2,P0,S0,2007,3
737,2007-03-29,960.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,10.4,3,RS1,P0,S0,2007,3
738,2007-03-30,875.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,9.4,3,RS1,P0,S0,2007,3
739,2007-03-31,758.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,P1,10.2,3,RS2,P0,S0,2007,3
740,2007-04-01,1476.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,P1,10.7,4,RS3,P0,S0,2007,4
741,2007-04-02,1421.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,10.9,3,RS2,P0,S0,2007,4
742,2007-04-03,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,6.1,3,RS0,P0,S0,2007,4
743,2007-04-04,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,5.5,3,RS3,P0,S0,2007,4
744,2007-04-05,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,8.3,3,RS1,P0,S0,2007,4
745,2007-04-06,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,P1,9.2,2,RS1,P0,S0,2007,4
746,2007-04-07,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,7.6,2,RS1,P0,S0,2007,4
747,2007-04-08,556.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,9.6,3,RS2,P0,S0,2007,4
748,2007-04-09,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,P1,10.6,3,RS1,P0,S0,2007,4
749,2007-04-10,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P1,11.5,3,RS0,P0,S0,2007,4
750,2007-04-11,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P1,12.2,2,RS0,P0,S0,2007,4
751,2007-04-12,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P1,13.0,3,RS3,P0,S0,2007,4
752,2007-04-13,942.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P1,15.6,3,RS2,P0,S0,2007,4
753,2007-04-14,1823.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,P1,17.3,3,RS3,P0,S0,2007,4
754,2007-04-15,2057.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,18.2,2,RS3,P0,S0,2007,4
755,2007-04-16,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,18.8,2,RS3,P0,S0,2007,4
756,2007-04-17,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,10.9,3,RS1,P0,S0,2007,4
757,2007-04-18,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,8.5,3,RS1,P0,S0,2007,4
758,2007-04-19,502.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,10.5,4,RS2,P0,S0,2007,4
759,2007-04-20,1178.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,6.3,3,RS0,P0,S0,2007,4
760,2007-04-21,1656.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,6.7,2,RS3,P0,S0,2007,4
761,2007-04-22,1857.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P1,12.5,2,RS3,P0,S0,2007,4
762,2007-04-23,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,15.8,3,RS2,P0,S0,2007,4
763,2007-04-24,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,16.9,2,RS1,P0,S0,2007,4
764,2007-04-25,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,19.1,2,RS3,P0,S0,2007,4
765,2007-04-26,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,19.8,3,RS3,P0,S0,2007,4
766,2007-04-27,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,18.4,3,RS3,P0,S0,2007,4
767,2007-04-28,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,18.7,3,RS3,P0,S0,2007,4
768,2007-04-29,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,12.7,3,RS2,P0,S0,2007,4
769,2007-04-30,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P1,11.5,3,RS2,P0,S0,2007,4
770,2007-05-01,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,P2,12.4,3,RS3,P0,S0,2007,5
771,2007-05-02,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,12.8,3,RS3,P0,S0,2007,5
772,2007-05-03,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,13.7,3,RS3,P0,S0,2007,5
773,2007-05-04,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,15.2,3,RS2,P0,S0,2007,5
774,2007-05-05,1463.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,P2,15.4,3,RS3,P0,S0,2007,5
