,date,visitors_pool_total,sportbad_closed,freizeitbad_closed,kursbecken_closed,school_holiday,bank_holiday,temperature,sunshine_radiation,snow_height,year,month,day
280,2005-12-26,668.0,0.0,0.0,0.0,3.0,1.0,-0.1,RS0,S0,2005,12,0
281,2005-12-27,1241.0,0.0,0.0,0.0,3.0,0.0,-2.0,RS0,S1,2005,12,0
282,2005-12-28,1790.0,0.0,0.0,0.0,3.0,0.0,-2.6,RS0,S1,2005,12,0
283,2005-12-29,1595.0,0.0,0.0,0.0,3.0,0.0,-2.3,RS0,S1,2005,12,0
284,2005-12-30,1613.0,0.0,0.0,0.0,3.0,0.0,-1.7,RS1,S1,2005,12,0
285,2005-12-31,617.0,0.0,0.0,0.0,3.0,0.0,2.7,RS0,S1,2005,12,1
286,2006-01-01,524.0,0.0,0.0,0.0,3.0,1.0,4.0,RS0,S0,2006,1,2
287,2006-01-02,2020.0,0.0,0.0,0.0,3.0,0.0,1.3,RS0,S0,2006,1,0
288,2006-01-03,2004.0,0.0,0.0,0.0,3.0,0.0,-0.1,RS0,S0,2006,1,0
289,2006-01-04,2151.0,0.0,0.0,0.0,3.0,0.0,0.0,RS0,S0,2006,1,0
290,2006-01-05,2170.0,0.0,0.0,0.0,3.0,0.0,0.2,RS0,S0,2006,1,0
291,2006-01-06,1929.0,0.0,0.0,0.0,3.0,0.0,0.1,RS0,S0,2006,1,0
292,2006-01-07,1683.0,0.0,0.0,0.0,0.0,0.0,0.1,RS0,S0,2006,1,1
293,2006-01-08,2087.0,0.0,0.0,0.0,0.0,0.0,0.3,RS0,S0,2006,1,2
294,2006-01-09,588.0,0.0,0.0,0.0,0.0,0.0,-3.2,RS1,S0,2006,1,0
295,2006-01-10,513.0,0.0,0.0,0.0,0.0,0.0,0.5,RS1,S0,2006,1,0
296,2006-01-11,634.0,0.0,0.0,0.0,0.0,0.0,3.4,RS0,S0,2006,1,0
297,2006-01-12,551.0,0.0,0.0,0.0,0.0,0.0,2.9,RS1,S0,2006,1,0
298,2006-01-13,871.0,0.0,0.0,0.0,0.0,0.0,1.4,RS1,S0,2006,1,0
299,2006-01-14,1709.0,0.0,0.0,0.0,0.0,0.0,-0.4,RS1,S0,2006,1,1
300,2006-01-15,2178.0,0.0,0.0,0.0,0.0,0.0,-2.9,RS1,S0,2006,1,2
301,2006-01-16,820.0,0.0,0.0,0.0,0.0,0.0,-1.2,RS1,S0,2006,1,0
302,2006-01-17,541.0,0.0,0.0,0.0,0.0,0.0,2.3,RS0,S0,2006,1,0
303,2006-01-18,736.0,0.0,0.0,0.0,0.0,0.0,2.9,RS1,S0,2006,1,0
304,2006-01-19,647.0,0.0,0.0,0.0,0.0,0.0,2.4,RS0,S0,2006,1,0
305,2006-01-20,1014.0,0.0,0.0,0.0,0.0,0.0,6.3,RS0,S0,2006,1,0
306,2006-01-21,1770.0,0.0,0.0,0.0,0.0,0.0,3.9,RS0,S0,2006,1,1
307,2006-01-22,2166.0,0.0,0.0,0.0,0.0,0.0,-3.3,RS0,S0,2006,1,2
308,2006-01-23,1035.0,0.0,0.0,0.0,0.0,0.0,-5.9,RS2,S0,2006,1,0
309,2006-01-24,609.0,0.0,0.0,0.0,0.0,0.0,-4.4,RS1,S0,2006,1,0
310,2006-01-25,631.0,0.0,0.0,0.0,0.0,0.0,-1.6,RS0,S0,2006,1,0
311,2006-01-26,613.0,0.0,0.0,0.0,0.0,0.0,-3.0,RS1,S1,2006,1,0
312,2006-01-27,1284.0,0.0,0.0,0.0,0.0,0.0,-7.8,RS1,S1,2006,1,0
313,2006-01-28,1725.0,0.0,0.0,0.0,0.0,0.0,-7.7,RS2,S1,2006,1,1
314,2006-01-29,2131.0,0.0,0.0,0.0,0.0,0.0,-5.5,RS2,S1,2006,1,2
315,2006-01-30,2137.0,0.0,0.0,0.0,1.0,0.0,0.8,RS0,S1,2006,1,0
316,2006-01-31,1542.0,0.0,0.0,0.0,1.0,0.0,0.0,RS0,S1,2006,1,0
317,2006-02-01,633.0,0.0,0.0,0.0,0.0,0.0,-4.1,RS1,S0,2006,2,0
318,2006-02-02,628.0,0.0,0.0,0.0,0.0,0.0,-5.5,RS0,S0,2006,2,0
319,2006-02-03,899.0,0.0,0.0,0.0,0.0,0.0,-1.9,RS0,S0,2006,2,0
320,2006-02-04,1623.0,0.0,0.0,0.0,0.0,0.0,0.0,RS0,S0,2006,2,1
321,2006-02-05,2069.0,0.0,0.0,0.0,0.0,0.0,-1.7,RS0,S0,2006,2,2
322,2006-02-06,902.0,0.0,0.0,0.0,0.0,0.0,-0.5,RS0,S1,2006,2,0
323,2006-02-07,597.0,0.0,0.0,0.0,0.0,0.0,4.5,RS0,S0,2006,2,0
324,2006-02-08,745.0,0.0,0.0,0.0,0.0,0.0,3.9,RS0,S0,2006,2,0
325,2006-02-09,707.0,0.0,0.0,0.0,0.0,0.0,1.3,RS0,S1,2006,2,0
326,2006-02-10,1409.0,0.0,0.0,0.0,0.0,0.0,1.3,RS0,S0,2006,2,0
327,2006-02-11,1590.0,0.0,0.0,0.0,0.0,0.0,0.6,RS0,S0,2006,2,1
328,2006-02-12,1876.0,0.0,0.0,0.0,0.0,0.0,1.8,RS1,S0,2006,2,2
329,2006-02-13,834.0,0.0,0.0,0.0,0.0,0.0,0.5,RS2,S0,2006,2,0
330,2006-02-14,677.0,0.0,0.0,0.0,0.0,0.0,2.3,RS0,S0,2006,2,0
331,2006-02-15,693.0,0.0,0.0,0.0,0.0,0.0,5.0,RS0,S0,2006,2,0
332,2006-02-16,581.0,0.0,0.0,0.0,0.0,0.0,5.9,RS0,S0,2006,2,0
333,2006-02-17,984.0,0.0,0.0,0.0,0.0,0.0,4.7,RS0,S0,2006,2,0
334,2006-02-18,1372.0,0.0,0.0,0.0,0.0,0.0,4.6,RS1,S0,2006,2,1
335,2006-02-19,2031.0,0.0,0.0,0.0,0.0,0.0,3.6,RS1,S0,2006,2,2
336,2006-02-20,831.0,0.0,0.0,0.0,0.0,0.0,2.4,RS0,S0,2006,2,0
337,2006-02-21,605.0,0.0,0.0,0.0,0.0,0.0,1.5,RS0,S0,2006,2,0
338,2006-02-22,743.0,0.0,0.0,0.0,0.0,0.0,0.4,RS0,S0,2006,2,0
339,2006-02-23,539.0,0.0,0.0,0.0,0.0,0.0,-0.7,RS1,S0,2006,2,0
340,2006-02-24,749.0,0.0,0.0,0.0,0.0,0.0,-0.3,RS2,S0,2006,2,0
341,2006-02-25,1277.0,0.0,0.0,0.0,0.0,0.0,-1.9,RS1,S0,2006,2,1
342,2006-02-26,1604.0,0.0,0.0,0.0,0.0,0.0,-0.4,RS0,S0,2006,2,2
343,2006-02-27,1127.0,0.0,0.0,0.0,0.0,0.0,0.3,RS1,S0,2006,2,0
344,2006-02-28,574.0,0.0,0.0,0.0,0.0,0.0,0.5,RS0,S0,2006,2,0
345,2006-03-01,653.0,0.0,0.0,0.0,0.0,0.0,-0.4,RS0,S1,2006,3,0
346,2006-03-02,555.0,0.0,0.0,0.0,0.0,0.0,-0.4,RS1,S1,2006,3,0
347,2006-03-03,853.0,0.0,0.0,0.0,0.0,0.0,-1.1,RS0,S1,2006,3,0
348,2006-03-04,1611.0,0.0,0.0,0.0,0.0,0.0,-1.7,RS1,S1,2006,3,1
349,2006-03-05,1878.0,0.0,0.0,0.0,0.0,0.0,-0.1,RS1,S1,2006,3,2
350,2006-03-06,759.0,0.0,0.0,0.0,0.0,0.0,1.1,RS1,S1,2006,3,0
351,2006-03-07,546.0,0.0,0.0,0.0,0.0,0.0,0.0,RS1,S1,2006,3,0
352,2006-03-08,703.0,0.0,0.0,0.0,0.0,0.0,0.2,RS0,S0,2006,3,0
353,2006-03-09,657.0,0.0,0.0,0.0,0.0,0.0,1.5,RS0,S0,2006,3,0
354,2006-03-10,852.0,0.0,0.0,0.0,0.0,0.0,4.3,RS0,S0,2006,3,0
355,2006-03-11,1611.0,0.0,0.0,0.0,0.0,0.0,-1.8,RS0,S0,2006,3,1
356,2006-03-12,1950.0,0.0,0.0,0.0,0.0,0.0,-3.9,RS2,S1,2006,3,2
357,2006-03-13,838.0,0.0,0.0,0.0,0.0,0.0,-3.5,RS2,S0,2006,3,0
358,2006-03-14,581.0,0.0,0.0,0.0,0.0,0.0,-2.2,RS2,S0,2006,3,0
359,2006-03-15,694.0,0.0,0.0,0.0,0.0,0.0,-1.1,RS2,S0,2006,3,0
360,2006-03-16,610.0,0.0,0.0,0.0,0.0,0.0,0.4,RS0,S0,2006,3,0
361,2006-03-17,869.0,0.0,0.0,0.0,0.0,0.0,-0.2,RS0,S0,2006,3,0
362,2006-03-18,1425.0,0.0,0.0,0.0,0.0,0.0,-0.7,RS0,S0,2006,3,1
363,2006-03-19,1941.0,0.0,0.0,0.0,0.0,0.0,0.9,RS0,S0,2006,3,2
364,2006-03-20,809.0,0.0,0.0,0.0,0.0,0.0,3.9,RS1,S0,2006,3,0
365,2006-03-21,607.0,0.0,0.0,0.0,0.0,0.0,1.5,RS2,S0,2006,3,0
366,2006-03-22,727.0,0.0,0.0,0.0,0.0,0.0,0.4,RS1,S0,2006,3,0
367,2006-03-23,563.0,0.0,0.0,0.0,0.0,0.0,1.4,RS3,S0,2006,3,0
368,2006-03-24,914.0,0.0,0.0,0.0,0.0,0.0,5.1,RS1,S0,2006,3,0
369,2006-03-25,1997.0,0.0,0.0,0.0,0.0,0.0,9.6,RS0,S0,2006,3,1
370,2006-03-26,2293.0,0.0,0.0,0.0,0.0,0.0,13.4,RS1,S0,2006,3,2
371,2006-03-27,766.0,0.0,0.0,0.0,0.0,0.0,13.8,RS1,S0,2006,3,0
372,2006-03-28,695.0,0.0,0.0,0.0,0.0,0.0,10.8,RS1,S0,2006,3,0
373,2006-03-29,640.0,0.0,0.0,0.0,0.0,0.0,7.5,RS0,S0,2006,3,0
374,2006-03-30,719.0,0.0,0.0,0.0,0.0,0.0,10.4,RS0,S0,2006,3,0
375,2006-03-31,750.0,0.0,0.0,0.0,0.0,0.0,11.2,RS0,S0,2006,3,0
376,2006-04-01,1374.0,0.0,0.0,0.0,0.0,0.0,10.0,RS1,S0,2006,4,1
377,2006-04-02,1583.0,0.0,0.0,0.0,0.0,0.0,9.2,RS1,S0,2006,4,2
378,2006-04-03,1350.0,0.0,0.0,0.0,1.0,0.0,6.8,RS0,S0,2006,4,0
379,2006-04-04,1183.0,0.0,0.0,0.0,1.0,0.0,4.5,RS1,S0,2006,4,0
380,2006-04-05,1237.0,0.0,0.0,0.0,1.0,0.0,3.1,RS2,S0,2006,4,0
381,2006-04-06,1104.0,0.0,0.0,0.0,1.0,0.0,6.2,RS2,S0,2006,4,0
382,2006-04-07,1072.0,0.0,0.0,0.0,1.0,0.0,7.1,RS1,S0,2006,4,0
383,2006-04-08,1274.0,0.0,0.0,0.0,1.0,0.0,6.6,RS1,S0,2006,4,1
384,2006-04-09,1647.0,0.0,0.0,0.0,1.0,0.0,6.0,RS2,S0,2006,4,2
385,2006-04-10,1739.0,0.0,0.0,0.0,3.0,0.0,5.1,RS1,S0,2006,4,0
386,2006-04-11,1641.0,0.0,0.0,0.0,3.0,0.0,4.2,RS1,S0,2006,4,0
387,2006-04-12,2264.0,0.0,0.0,0.0,3.0,0.0,6.1,RS1,S0,2006,4,0
388,2006-04-13,1742.0,0.0,0.0,0.0,3.0,0.0,7.6,RS0,S0,2006,4,0
389,2006-04-14,1535.0,0.0,0.0,0.0,3.0,1.0,8.5,RS1,S0,2006,4,0
390,2006-04-15,1189.0,0.0,0.0,0.0,3.0,0.0,8.5,RS1,S0,2006,4,1
391,2006-04-16,842.0,0.0,0.0,0.0,3.0,0.0,11.1,RS0,S0,2006,4,2
392,2006-04-17,1484.0,0.0,0.0,0.0,3.0,1.0,10.2,RS1,S0,2006,4,0
393,2006-04-18,1768.0,0.0,0.0,0.0,3.0,0.0,8.9,RS1,S0,2006,4,0
394,2006-04-19,1410.0,0.0,0.0,0.0,2.0,0.0,10.1,RS2,S0,2006,4,0
395,2006-04-20,1363.0,0.0,0.0,0.0,2.0,0.0,12.4,RS1,S0,2006,4,0
396,2006-04-21,1116.0,0.0,0.0,0.0,2.0,0.0,14.1,RS1,S0,2006,4,0
397,2006-04-22,1381.0,0.0,0.0,0.0,2.0,0.0,8.6,RS0,S0,2006,4,1
398,2006-04-23,1873.0,0.0,0.0,0.0,0.0,0.0,8.9,RS0,S0,2006,4,2
399,2006-04-24,658.0,0.0,0.0,0.0,0.0,0.0,11.7,RS2,S0,2006,4,0
400,2006-04-25,555.0,0.0,0.0,0.0,0.0,0.0,16.0,RS2,S0,2006,4,0
401,2006-04-26,609.0,0.0,0.0,0.0,0.0,0.0,14.3,RS1,S0,2006,4,0
402,2006-04-27,640.0,0.0,0.0,0.0,0.0,0.0,12.2,RS1,S0,2006,4,0
403,2006-04-28,655.0,0.0,0.0,0.0,0.0,0.0,8.1,RS1,S0,2006,4,0
404,2006-04-29,1121.0,0.0,0.0,0.0,0.0,0.0,5.8,RS1,S0,2006,4,1
405,2006-04-30,1745.0,0.0,0.0,0.0,0.0,0.0,5.8,RS2,S0,2006,4,2
406,2006-05-01,1186.0,0.0,0.0,0.0,0.0,1.0,8.4,RS2,S0,2006,5,0
407,2006-05-02,518.0,0.0,0.0,0.0,0.0,0.0,13.1,RS2,S0,2006,5,0
408,2006-05-03,703.0,0.0,0.0,0.0,0.0,0.0,17.9,RS3,S0,2006,5,0
409,2006-05-04,658.0,0.0,0.0,0.0,0.0,0.0,18.8,RS3,S0,2006,5,0
410,2006-05-05,834.0,0.0,0.0,0.0,0.0,0.0,17.8,RS3,S0,2006,5,0
411,2006-05-06,1275.0,0.0,0.0,0.0,0.0,0.0,17.6,RS3,S0,2006,5,1
412,2006-05-07,1436.0,0.0,0.0,0.0,0.0,0.0,17.2,RS3,S0,2006,5,2
413,2006-05-08,679.0,0.0,1.0,1.0,0.0,0.0,17.0,RS3,S0,2006,5,0
414,2006-05-09,554.0,0.0,1.0,1.0,0.0,0.0,17.2,RS3,S0,2006,5,0
415,2006-05-10,673.0,0.0,1.0,1.0,0.0,0.0,16.9,RS3,S0,2006,5,0
416,2006-05-11,578.0,0.0,1.0,1.0,0.0,0.0,17.6,RS3,S0,2006,5,0
417,2006-05-12,654.0,0.0,1.0,1.0,0.0,0.0,17.9,RS3,S0,2006,5,0
418,2006-05-13,737.0,0.0,1.0,1.0,0.0,0.0,15.4,RS1,S0,2006,5,1
419,2006-05-14,814.0,0.0,1.0,1.0,0.0,0.0,11.9,RS2,S0,2006,5,2
420,2006-05-15,490.0,0.0,0.0,0.0,0.0,0.0,13.5,RS2,S0,2006,5,0
421,2006-05-16,509.0,0.0,0.0,0.0,0.0,0.0,16.6,RS1,S0,2006,5,0
422,2006-05-17,529.0,0.0,0.0,0.0,0.0,0.0,15.6,RS2,S0,2006,5,0
423,2006-05-18,591.0,0.0,0.0,0.0,0.0,0.0,16.1,RS1,S0,2006,5,0
424,2006-05-19,773.0,0.0,0.0,0.0,0.0,0.0,11.6,RS0,S0,2006,5,0
425,2006-05-20,1449.0,0.0,0.0,0.0,0.0,0.0,11.0,RS0,S0,2006,5,1
426,2006-05-21,2077.0,0.0,0.0,0.0,0.0,0.0,12.5,RS0,S0,2006,5,2
427,2006-05-22,612.0,0.0,0.0,0.0,0.0,0.0,14.6,RS1,S0,2006,5,0
428,2006-05-23,613.0,0.0,0.0,0.0,0.0,0.0,10.1,RS1,S0,2006,5,0
429,2006-05-24,645.0,0.0,0.0,0.0,0.0,0.0,10.0,RS2,S0,2006,5,0
430,2006-05-25,2112.0,0.0,0.0,0.0,0.0,1.0,9.7,RS0,S0,2006,5,0
431,2006-05-26,1675.0,0.0,0.0,0.0,1.0,0.0,10.9,RS1,S0,2006,5,0
432,2006-05-27,1777.0,0.0,0.0,0.0,0.0,0.0,13.5,RS0,S0,2006,5,1
433,2006-05-28,1841.0,0.0,0.0,0.0,0.0,0.0,12.3,RS1,S0,2006,5,2
434,2006-05-29,759.0,0.0,0.0,0.0,0.0,0.0,10.1,RS1,S0,2006,5,0
435,2006-05-30,622.0,0.0,0.0,0.0,0.0,0.0,8.3,RS1,S0,2006,5,0
436,2006-05-31,691.0,0.0,0.0,0.0,0.0,0.0,9.6,RS0,S0,2006,5,0
437,2006-06-01,641.0,0.0,0.0,0.0,0.0,0.0,9.2,RS1,S0,2006,6,0
438,2006-06-02,703.0,0.0,0.0,0.0,0.0,0.0,12.5,RS1,S0,2006,6,0
439,2006-06-03,1143.0,0.0,0.0,0.0,0.0,0.0,13.3,RS1,S0,2006,6,1
440,2006-06-04,1750.0,0.0,0.0,0.0,0.0,0.0,10.7,RS1,S0,2006,6,2
441,2006-06-05,1720.0,0.0,0.0,0.0,0.0,1.0,10.3,RS0,S0,2006,6,0
442,2006-06-06,1031.0,0.0,0.0,0.0,3.0,0.0,12.4,RS1,S0,2006,6,0
443,2006-06-07,557.0,0.0,0.0,0.0,0.0,0.0,14.2,RS2,S0,2006,6,0
444,2006-06-08,595.0,0.0,0.0,0.0,0.0,0.0,16.3,RS3,S0,2006,6,0
445,2006-06-09,611.0,0.0,0.0,0.0,0.0,0.0,18.3,RS3,S0,2006,6,0
446,2006-06-10,1881.0,0.0,0.0,0.0,0.0,0.0,20.3,RS3,S0,2006,6,1
447,2006-06-11,2635.0,0.0,0.0,0.0,0.0,0.0,21.6,RS3,S0,2006,6,2
448,2006-06-12,1381.0,0.0,0.0,0.0,0.0,0.0,22.8,RS3,S0,2006,6,0
449,2006-06-13,1935.0,0.0,0.0,0.0,0.0,0.0,24.3,RS3,S0,2006,6,0
450,2006-06-14,782.0,0.0,0.0,0.0,0.0,0.0,19.2,RS2,S0,2006,6,0
451,2006-06-15,1175.0,0.0,0.0,0.0,0.0,1.0,17.1,RS1,S0,2006,6,0
452,2006-06-16,1059.0,0.0,0.0,0.0,0.0,0.0,13.3,RS0,S0,2006,6,0
453,2006-06-17,1326.0,0.0,0.0,0.0,0.0,0.0,15.4,RS1,S0,2006,6,1
454,2006-06-18,1927.0,0.0,0.0,0.0,0.0,0.0,19.7,RS3,S0,2006,6,2
455,2006-06-19,913.0,0.0,0.0,0.0,0.0,0.0,22.6,RS2,S0,2006,6,0
456,2006-06-20,676.0,0.0,0.0,0.0,0.0,0.0,21.0,RS2,S0,2006,6,0
457,2006-06-21,705.0,0.0,0.0,0.0,0.0,0.0,17.6,RS0,S0,2006,6,0
458,2006-06-22,785.0,0.0,0.0,0.0,0.0,0.0,14.7,RS1,S0,2006,6,0
459,2006-06-23,661.0,0.0,0.0,0.0,0.0,0.0,15.7,RS1,S0,2006,6,0
460,2006-06-24,1092.0,0.0,0.0,0.0,0.0,0.0,18.3,RS3,S0,2006,6,1
461,2006-06-25,2535.0,0.0,0.0,0.0,0.0,0.0,21.7,RS1,S0,2006,6,2
462,2006-06-26,1022.0,0.0,0.0,0.0,2.0,0.0,18.9,RS1,S0,2006,6,0
463,2006-06-27,702.0,0.0,0.0,0.0,2.0,0.0,15.4,RS3,S0,2006,6,0
464,2006-06-28,842.0,0.0,0.0,0.0,2.0,0.0,15.5,RS1,S0,2006,6,0
465,2006-06-29,888.0,0.0,0.0,0.0,2.0,0.0,16.8,RS3,S0,2006,6,0
466,2006-06-30,628.0,0.0,0.0,0.0,2.0,0.0,19.1,RS3,S0,2006,6,0
467,2006-07-01,2104.0,0.0,0.0,0.0,2.0,0.0,20.5,RS3,S0,2006,7,1
468,2006-07-02,3609.0,0.0,0.0,0.0,2.0,0.0,22.2,RS3,S0,2006,7,2
469,2006-07-03,1874.0,0.0,0.0,0.0,2.0,0.0,22.5,RS3,S0,2006,7,0
470,2006-07-04,2016.0,0.0,0.0,0.0,2.0,0.0,24.3,RS3,S0,2006,7,0
471,2006-07-05,2778.0,0.0,0.0,0.0,2.0,0.0,24.9,RS2,S0,2006,7,0
472,2006-07-06,1231.0,0.0,0.0,0.0,2.0,0.0,20.7,RS1,S0,2006,7,0
473,2006-07-07,939.0,0.0,0.0,0.0,2.0,0.0,20.2,RS0,S0,2006,7,0
474,2006-07-08,1452.0,0.0,0.0,0.0,2.0,0.0,20.0,RS1,S0,2006,7,1
475,2006-07-09,2243.0,0.0,0.0,0.0,2.0,0.0,21.2,RS1,S0,2006,7,2
476,2006-07-10,923.0,0.0,0.0,0.0,2.0,0.0,19.9,RS1,S0,2006,7,0
477,2006-07-11,1245.0,0.0,0.0,0.0,2.0,0.0,21.1,RS1,S0,2006,7,0
478,2006-07-12,1294.0,0.0,0.0,0.0,2.0,0.0,19.7,RS2,S0,2006,7,0
479,2006-07-13,1711.0,0.0,0.0,0.0,2.0,0.0,22.6,RS3,S0,2006,7,0
480,2006-07-14,1206.0,0.0,0.0,0.0,2.0,0.0,17.8,RS3,S0,2006,7,0
481,2006-07-15,2103.0,0.0,0.0,0.0,2.0,0.0,19.2,RS3,S0,2006,7,1
482,2006-07-16,3213.0,0.0,0.0,0.0,2.0,0.0,20.5,RS3,S0,2006,7,2
483,2006-07-17,2041.0,0.0,0.0,0.0,2.0,0.0,22.7,RS3,S0,2006,7,0
484,2006-07-18,2514.0,0.0,0.0,0.0,2.0,0.0,25.0,RS3,S0,2006,7,0
485,2006-07-19,3169.0,0.0,0.0,0.0,2.0,0.0,26.6,RS3,S0,2006,7,0
486,2006-07-20,2903.0,0.0,0.0,0.0,3.0,0.0,27.4,RS2,S0,2006,7,0
487,2006-07-21,2659.0,0.0,0.0,0.0,3.0,0.0,26.2,RS3,S0,2006,7,0
488,2006-07-22,2855.0,0.0,0.0,0.0,3.0,0.0,23.3,RS2,S0,2006,7,1
489,2006-07-23,2787.0,0.0,0.0,0.0,3.0,0.0,22.1,RS1,S0,2006,7,2
490,2006-07-24,1842.0,0.0,0.0,0.0,3.0,0.0,23.3,RS2,S0,2006,7,0
491,2006-07-25,2864.0,0.0,0.0,0.0,3.0,0.0,24.6,RS3,S0,2006,7,0
492,2006-07-26,3311.0,0.0,0.0,0.0,3.0,0.0,26.2,RS2,S0,2006,7,0
493,2006-07-27,2492.0,0.0,0.0,0.0,3.0,0.0,25.4,RS2,S0,2006,7,0
494,2006-07-28,1525.0,0.0,0.0,0.0,3.0,0.0,21.7,RS1,S0,2006,7,0
495,2006-07-29,1835.0,0.0,0.0,0.0,3.0,0.0,22.2,RS2,S0,2006,7,1
496,2006-07-30,2462.0,0.0,0.0,0.0,3.0,0.0,22.1,RS1,S0,2006,7,2
497,2006-07-31,1428.0,0.0,0.0,0.0,3.0,0.0,18.8,RS2,S0,2006,7,0
498,2006-08-01,1583.0,0.0,0.0,0.0,3.0,0.0,17.5,RS1,S0,2006,8,0
499,2006-08-02,2058.0,0.0,0.0,0.0,3.0,0.0,14.6,RS0,S0,2006,8,0
500,2006-08-03,1852.0,0.0,0.0,0.0,3.0,0.0,16.1,RS1,S0,2006,8,0
501,2006-08-04,1547.0,0.0,0.0,0.0,3.0,0.0,17.5,RS1,S0,2006,8,0
502,2006-08-05,1547.0,0.0,0.0,0.0,3.0,0.0,19.4,RS2,S0,2006,8,1
503,2006-08-06,1711.0,0.0,0.0,0.0,3.0,0.0,20.1,RS2,S0,2006,8,2
504,2006-08-07,1374.0,0.0,0.0,0.0,3.0,0.0,19.7,RS1,S0,2006,8,0
505,2006-08-08,1350.0,0.0,0.0,0.0,3.0,0.0,16.6,RS0,S0,2006,8,0
506,2006-08-09,1447.0,0.0,0.0,0.0,1.0,0.0,16.1,RS1,S0,2006,8,0
507,2006-08-10,1305.0,0.0,0.0,0.0,1.0,0.0,13.9,RS1,S0,2006,8,0
508,2006-08-11,1365.0,0.0,0.0,0.0,1.0,0.0,12.8,RS0,S0,2006,8,0
509,2006-08-12,1259.0,0.0,0.0,0.0,1.0,0.0,13.3,RS0,S0,2006,8,1
510,2006-08-13,1550.0,0.0,0.0,0.0,1.0,0.0,14.5,RS2,S0,2006,8,2
511,2006-08-14,1396.0,0.0,0.0,0.0,1.0,0.0,13.9,RS0,S0,2006,8,0
512,2006-08-15,1439.0,0.0,0.0,0.0,1.0,0.0,15.8,RS0,S0,2006,8,0
513,2006-08-16,1448.0,0.0,0.0,0.0,1.0,0.0,16.7,RS1,S0,2006,8,0
514,2006-08-17,1308.0,0.0,0.0,0.0,1.0,0.0,17.5,RS1,S0,2006,8,0
515,2006-08-18,1264.0,0.0,0.0,0.0,1.0,0.0,18.5,RS1,S0,2006,8,0
516,2006-08-19,1274.0,0.0,0.0,0.0,1.0,0.0,20.0,RS2,S0,2006,8,1
517,2006-08-20,1897.0,0.0,0.0,0.0,1.0,0.0,16.9,RS1,S0,2006,8,2
518,2006-08-21,1102.0,0.0,0.0,0.0,1.0,0.0,15.8,RS1,S0,2006,8,0
519,2006-08-22,1637.0,0.0,0.0,0.0,1.0,0.0,15.5,RS1,S0,2006,8,0
520,2006-08-23,1352.0,0.0,0.0,0.0,1.0,0.0,16.6,RS2,S0,2006,8,0
521,2006-08-24,1407.0,0.0,0.0,0.0,1.0,0.0,16.3,RS1,S0,2006,8,0
522,2006-08-25,1289.0,0.0,0.0,0.0,1.0,0.0,14.8,RS0,S0,2006,8,0
523,2006-08-26,1558.0,0.0,0.0,0.0,1.0,0.0,15.9,RS0,S0,2006,8,1
524,2006-08-27,1921.0,0.0,0.0,0.0,1.0,0.0,14.8,RS0,S0,2006,8,2
525,2006-08-28,1657.0,0.0,0.0,0.0,1.0,0.0,12.9,RS0,S0,2006,8,0
526,2006-08-29,1658.0,0.0,0.0,0.0,1.0,0.0,12.4,RS1,S0,2006,8,0
527,2006-08-30,1603.0,0.0,0.0,0.0,1.0,0.0,13.1,RS1,S0,2006,8,0
528,2006-08-31,514.0,0.0,0.0,0.0,0.0,0.0,14.4,RS1,S0,2006,8,0
529,2006-09-01,550.0,0.0,0.0,0.0,0.0,0.0,18.0,RS1,S0,2006,9,0
530,2006-09-02,842.0,0.0,0.0,0.0,0.0,0.0,18.7,RS1,S0,2006,9,1
531,2006-09-03,1646.0,0.0,0.0,0.0,0.0,0.0,18.6,RS0,S0,2006,9,2
532,2006-09-04,656.0,0.0,0.0,0.0,0.0,0.0,17.6,RS1,S0,2006,9,0
533,2006-09-05,536.0,0.0,0.0,0.0,0.0,0.0,16.3,RS1,S0,2006,9,0
534,2006-09-06,708.0,0.0,0.0,0.0,0.0,0.0,20.4,RS2,S0,2006,9,0
535,2006-09-07,568.0,0.0,0.0,0.0,0.0,0.0,16.0,RS1,S0,2006,9,0
536,2006-09-08,584.0,0.0,0.0,0.0,0.0,0.0,13.9,RS2,S0,2006,9,0
537,2006-09-09,1191.0,0.0,0.0,0.0,0.0,0.0,13.5,RS2,S0,2006,9,1
538,2006-09-10,1210.0,0.0,0.0,0.0,0.0,0.0,16.2,RS3,S0,2006,9,2
539,2006-09-11,817.0,0.0,0.0,0.0,0.0,0.0,19.2,RS3,S0,2006,9,0
540,2006-09-12,705.0,0.0,0.0,0.0,0.0,0.0,20.8,RS2,S0,2006,9,0
541,2006-09-13,845.0,0.0,0.0,0.0,0.0,0.0,21.2,RS2,S0,2006,9,0
542,2006-09-14,639.0,0.0,0.0,0.0,0.0,0.0,21.1,RS2,S0,2006,9,0
543,2006-09-15,798.0,0.0,0.0,0.0,0.0,0.0,19.0,RS2,S0,2006,9,0
544,2006-09-16,1023.0,0.0,0.0,0.0,0.0,0.0,20.0,RS2,S0,2006,9,1
545,2006-09-17,1568.0,0.0,0.0,0.0,0.0,0.0,19.7,RS2,S0,2006,9,2
546,2006-09-18,728.0,0.0,0.0,0.0,0.0,0.0,16.4,RS0,S0,2006,9,0
547,2006-09-19,543.0,0.0,0.0,0.0,0.0,0.0,15.3,RS1,S0,2006,9,0
548,2006-09-20,654.0,0.0,0.0,0.0,0.0,0.0,14.4,RS2,S0,2006,9,0
